# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-02-19 12:30:17 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09085100 COLORADO RIVER BELOW GLENWOOD SPRINGS, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 09085100
#    DD parameter statistic   Description
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#    06   00010     00001     Temperature, water, degrees Celsius (Maximum)
#    06   00010     00002     Temperature, water, degrees Celsius (Minimum)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#
agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd	06_00010_00001	06_00010_00001_cd	06_00010_00002	06_00010_00002_cd
USGS	09085100	1982-05-11	4740	A	10.0	A	8.5	A
USGS	09085100	1982-05-12	4730	A	10.0	A	8.0	A
USGS	09085100	1982-05-13	4950	A	8.0	A	7.0	A
USGS	09085100	1982-05-14	4640	A	8.0	A	6.5	A
USGS	09085100	1982-05-15	4290	A	9.5	A	7.0	A
USGS	09085100	1982-05-16	4110	A	10.5	A	8.5	A
USGS	09085100	1982-05-17	4060	A	11.5	A	9.0	A
USGS	09085100	1982-05-18	4150	A	11.0	A	10.0	A
USGS	09085100	1982-05-19	4360	A	10.5	A	9.5	A
USGS	09085100	1982-05-20	4570	A	11.5	A	9.0	A
USGS	09085100	1982-05-21	4690	A	12.0	A	9.0	A
USGS	09085100	1982-05-22	5180	A	12.0	A	10.0	A
USGS	09085100	1982-05-23	6020	A	12.0	A	10.5	A
USGS	09085100	1982-05-24	6640	A	11.0	A	9.5	A
USGS	09085100	1982-05-25	6830	A	11.0	A	8.5	A
USGS	09085100	1982-05-26	6770	A	12.0	A	9.0	A
USGS	09085100	1982-05-27	7650	A	12.0	A	10.0	A
USGS	09085100	1982-05-28	8310	A	11.5	A	9.0	A
USGS	09085100	1982-05-29	8990	A	11.0	A	9.0	A
USGS	09085100	1982-05-30	9400	A	10.5	A	8.5	A
USGS	09085100	1982-05-31	9160	A	11.0	A	8.0	A
USGS	09085100	1982-06-01	9200	A	11.0	A	9.5	A
USGS	09085100	1982-06-02	9140	A	11.5	A	9.0	A
USGS	09085100	1982-06-03	9020	A	11.5	A	9.5	A
USGS	09085100	1982-06-04	8670	A	11.5	A	8.5	A
USGS	09085100	1982-06-05	9180	A	11.5	A	9.0	A
USGS	09085100	1982-06-06	9480	A	10.5	A	8.5	A
USGS	09085100	1982-06-07	9260	A	11.0	A	8.0	A
USGS	09085100	1982-06-08	9550	A	11.5	A	8.5	A
USGS	09085100	1982-06-09	9580	A	11.0	A	8.5	A
USGS	09085100	1982-06-10	9930	A	11.0	A	9.0	A
USGS	09085100	1982-06-11	9900	A	12.0	A	9.0	A
USGS	09085100	1982-06-12	10200	A	11.5	A	9.5	A
USGS	09085100	1982-06-13	10800	A	11.0	A	9.5	A
USGS	09085100	1982-06-14	10500	A	11.0	A	9.0	A
USGS	09085100	1982-06-15	10200	A	11.0	A	9.0	A
USGS	09085100	1982-06-16	9610	A	12.0	A	9.0	A
USGS	09085100	1982-06-17	10200	A	12.0	A	10.0	A
USGS	09085100	1982-06-18	11500	A	11.5	A	10.0	A
USGS	09085100	1982-06-19	11600	A	11.0	A	9.0	A
USGS	09085100	1982-06-20	10700	A	12.5	A	9.0	A
USGS	09085100	1982-06-21	10400	A	12.5	A	10.0	A
USGS	09085100	1982-06-22	10300	A	12.0	A	10.0	A
USGS	09085100	1982-06-23	10600	A	12.0	A	10.0	A
USGS	09085100	1982-06-24	10800	A	12.5	A	10.0	A
USGS	09085100	1982-06-25	11000	A	12.5	A	10.5	A
USGS	09085100	1982-06-26	11100	A	12.5	A	10.0	A
USGS	09085100	1982-06-27	11000	A	13.5	A	10.0	A
USGS	09085100	1982-06-28	11500	A	14.0	A	11.0	A
USGS	09085100	1982-06-29	11900	A	13.5	A	11.0	A
USGS	09085100	1982-06-30	11600	A	13.5	A	11.0	A
USGS	09085100	1982-07-01	11600	A	13.0	A	11.0	A
USGS	09085100	1982-07-02	11400	A	13.5	A	10.5	A
USGS	09085100	1982-07-03	10800	A	13.5	A	11.0	A
USGS	09085100	1982-07-04	10300	A	13.5	A	11.5	A
USGS	09085100	1982-07-05	9780	A	13.5	A	11.5	A
USGS	09085100	1982-07-06	9110	A	13.5	A	11.0	A
USGS	09085100	1982-07-07	8540	A	14.0	A	11.5	A
USGS	09085100	1982-07-08	7910	A	13.5	A	12.0	A
USGS	09085100	1982-07-09	7820	A	14.0	A	12.0	A
USGS	09085100	1982-07-10	7430	A	14.5	A	11.5	A
USGS	09085100	1982-07-11	7220	A	14.5	A	12.0	A
USGS	09085100	1982-07-12	7040	A	15.0	A	12.0	A
USGS	09085100	1982-07-13	6900	A	15.0	A	12.5	A
USGS	09085100	1982-07-14	6550	A	15.5	A	13.0	A
USGS	09085100	1982-07-15	6260	A	15.5	A	13.0	A
USGS	09085100	1982-07-16	6020	A	15.5	A	13.0	A
USGS	09085100	1982-07-17	5790	A	15.5	A	14.0	A
USGS	09085100	1982-07-18	5500	A	16.0	A	13.5	A
USGS	09085100	1982-07-19	5210	A	16.5	A	14.0	A
USGS	09085100	1982-07-20	5010	A	17.0	A	14.5	A
USGS	09085100	1982-07-21	4900	A	17.5	A	15.0	A
USGS	09085100	1982-07-22	4740	A	18.0	A	15.5	A
USGS	09085100	1982-07-23	4700	A	18.0	A	15.5	A
USGS	09085100	1982-07-24	4590	A	17.0	A	15.5	A
USGS	09085100	1982-07-25	4510	A	17.0	A	15.0	A
USGS	09085100	1982-07-26	4310	A	17.5	A	16.0	A
USGS	09085100	1982-07-27	4400	A	17.5	A	15.5	A
USGS	09085100	1982-07-28	4620	A	17.5	A	15.5	A
USGS	09085100	1982-07-29	5010	A	17.0	A	15.0	A
USGS	09085100	1982-07-30	5060	A	17.5	A	15.0	A
USGS	09085100	1982-07-31	4770	A	18.0	A	15.5	A
USGS	09085100	1982-08-01	4360	A	18.0	A	15.5	A
USGS	09085100	1982-08-02	4090	A	18.0	A	16.5	A
USGS	09085100	1982-08-03	3860	A	17.5	A	16.0	A
USGS	09085100	1982-08-04	3700	A	18.0	A	16.0	A
USGS	09085100	1982-08-05	3500	A	18.5	A	16.0	A
USGS	09085100	1982-08-06	3370	A	19.0	A	16.5	A
USGS	09085100	1982-08-07	3280	A	19.0	A	17.0	A
USGS	09085100	1982-08-08	3260	A	19.0	A	17.0	A
USGS	09085100	1982-08-09	3250	A	18.5	A	17.5	A
USGS	09085100	1982-08-10	3280	A	17.5	A	15.5	A
USGS	09085100	1982-08-11	3190	A	16.5	A	15.0	A
USGS	09085100	1982-08-12	3160	A	16.5	A	16.0	A
USGS	09085100	1982-08-13	3200	A	16.5	A	15.5	A
USGS	09085100	1982-08-14	3490	A	17.5	A	16.0	A
USGS	09085100	1982-08-15	3600	A	18.0	A	16.0	A
USGS	09085100	1982-08-16	3410	A	19.0	A	17.0	A
USGS	09085100	1982-08-17	3400	A	18.5	A	17.0	A
USGS	09085100	1982-08-18	3410	A	18.5	A	16.5	A
USGS	09085100	1982-08-19	3190	A
USGS	09085100	1982-08-20	3200	A
USGS	09085100	1982-08-21	3160	A
USGS	09085100	1982-08-22	3170	A
USGS	09085100	1982-08-23	3210	A
USGS	09085100	1982-08-24	3120	A
USGS	09085100	1982-08-25	3040	A
USGS	09085100	1982-08-26	3150	A
USGS	09085100	1982-08-27	3090	A
USGS	09085100	1982-08-28	2850	A
USGS	09085100	1982-08-29	2740	A
USGS	09085100	1982-08-30	2730	A
USGS	09085100	1982-08-31	2670	A
USGS	09085100	1982-09-01	2490	A
USGS	09085100	1982-09-02	2430	A
USGS	09085100	1982-09-03	2340	A	17.5	A	16.0	A
USGS	09085100	1982-09-04	2320	A	17.0	A	15.0	A
USGS	09085100	1982-09-05	2470	A	16.5	A	15.5	A
USGS	09085100	1982-09-06	2630	A	16.5	A	14.0	A
USGS	09085100	1982-09-07	2570	A	15.5	A	14.0	A
USGS	09085100	1982-09-08	2500	A	15.5	A	14.0	A
USGS	09085100	1982-09-09	2470	A	16.0	A	13.0	A
USGS	09085100	1982-09-10	2430	A	15.5	A	14.5	A
USGS	09085100	1982-09-11	2580	A	15.0	A	14.0	A
USGS	09085100	1982-09-12	3030	A	15.0	A	13.5	A
USGS	09085100	1982-09-13	3160	A	13.5	A	11.5	A
USGS	09085100	1982-09-14	3150	A	11.0	A	10.0	A
USGS	09085100	1982-09-15	3030	A	12.5	A	10.0	A
USGS	09085100	1982-09-16	2990	A	14.0	A	11.0	A
USGS	09085100	1982-09-17	2970	A	14.5	A	13.0	A
USGS	09085100	1982-09-18	2920	A	14.5	A	13.0	A
USGS	09085100	1982-09-19	2770	A	14.5	A	12.5	A
USGS	09085100	1982-09-20	2810	A	14.5	A	13.0	A
USGS	09085100	1982-09-21	2830	A	15.0	A	12.0	A
USGS	09085100	1982-09-22	2710	A	15.0	A	12.5	A
USGS	09085100	1982-09-23	2650	A	16.0	A	13.5	A
USGS	09085100	1982-09-24	2700	A	15.0	A	13.0	A
USGS	09085100	1982-09-25	2650	A	14.5	A	13.0	A
USGS	09085100	1982-09-26	2640	A	13.5	A	12.5	A
USGS	09085100	1982-09-27	2730	A	13.0	A	12.5	A
USGS	09085100	1982-09-28	2800	A	12.0	A	10.0	A
USGS	09085100	1982-09-29	2800	A	11.0	A	9.5	A
USGS	09085100	1982-09-30	2810	A	11.5	A	10.0	A
USGS	09085100	1982-10-01	3010	A	12.0	A	10.5	A
USGS	09085100	1982-10-02	2910	A	11.5	A	10.0	A
USGS	09085100	1982-10-03	2830	A	11.0	A	9.0	A
USGS	09085100	1982-10-04	2780	A	11.5	A	9.5	A
USGS	09085100	1982-10-05	2670	A	10.5	A	9.5	A
USGS	09085100	1982-10-06	2640	A	10.0	A	8.0	A
USGS	09085100	1982-10-07	2640	A	10.0	A	8.0	A
USGS	09085100	1982-10-08	2620	A	9.5	A	7.5	A
USGS	09085100	1982-10-09	2640	A	7.5	A	6.5	A
USGS	09085100	1982-10-10	2600	A	6.5	A	5.5	A
USGS	09085100	1982-10-11	2600	A	7.0	A	5.0	A
USGS	09085100	1982-10-12	2580	A	6.5	A	5.0	A
USGS	09085100	1982-10-13	2580	A	8.0	A	6.0	A
USGS	09085100	1982-10-14	2580	A	8.5	A	6.5	A
USGS	09085100	1982-10-15	2600	A	9.0	A	7.0	A
USGS	09085100	1982-10-16	2600	A	10.0	A	8.0	A
USGS	09085100	1982-10-17	2590	A	9.5	A	7.5	A
USGS	09085100	1982-10-18	2550	A	9.5	A	8.0	A
USGS	09085100	1982-10-19	2510	A	8.5	A	7.5	A
USGS	09085100	1982-10-20	2450	A	8.0	A	6.5	A
USGS	09085100	1982-10-21	2420	A	7.5	A	6.0	A
USGS	09085100	1982-10-22	2400	A	7.0	A	6.0	A
USGS	09085100	1982-10-23	2360	A	7.5	A	6.0	A
USGS	09085100	1982-10-24	2350	A	9.0	A	7.0	A
USGS	09085100	1982-10-25	2350	A	10.0	A	8.5	A
USGS	09085100	1982-10-26	2360	A	9.5	A	9.0	A
USGS	09085100	1982-10-27	2660	A	9.0	A	6.5	A
USGS	09085100	1982-10-28	2550	A	6.5	A	5.5	A
USGS	09085100	1982-10-29	2410	A	5.5	A	4.5	A
USGS	09085100	1982-10-30	2410	A	6.0	A	5.0	A
USGS	09085100	1982-10-31	2440	A	7.5	A	6.0	A
USGS	09085100	1982-11-01	2530	A	8.0	A	7.0	A
USGS	09085100	1982-11-02	2330	A	7.0	A	5.5	A
USGS	09085100	1982-11-03	2130	A	5.5	A	4.0	A
USGS	09085100	1982-11-04	1970	A	4.5	A	3.0	A
USGS	09085100	1982-11-05	2190	A	4.5	A	3.0	A
USGS	09085100	1982-11-06	2180	A	4.0	A	3.0	A
USGS	09085100	1982-11-07	2220	A	5.0	A	3.5	A
USGS	09085100	1982-11-08	2160	A	5.5	A	4.5	A
USGS	09085100	1982-11-09	2250	A	6.0	A	5.5	A
USGS	09085100	1982-11-10	2260	A	6.5	A	5.0	A
USGS	09085100	1982-11-11	2270	A	6.0	A	4.5	A
USGS	09085100	1982-11-12	2210	A	4.5	A	3.5	A
USGS	09085100	1982-11-13	2140	A	3.5	A	2.5	A
USGS	09085100	1982-11-14	2040	A	2.5	A	1.5	A
USGS	09085100	1982-11-15	1950	A	2.0	A	0.5	A
USGS	09085100	1982-11-16	2080	A	1.5	A	0.5	A
USGS	09085100	1982-11-17	2020	A	3.0	A	0.5	A
USGS	09085100	1982-11-18	2150	A	2.5	A	2.0	A
USGS	09085100	1982-11-19	2160	A	3.0	A	2.5	A
USGS	09085100	1982-11-20	2160	A	3.0	A	2.5	A
USGS	09085100	1982-11-21	1940	A	3.5	A	2.5	A
USGS	09085100	1982-11-22	1870	A	3.0	A	2.0	A
USGS	09085100	1982-11-23	1820	A	2.0	A	1.0	A
USGS	09085100	1982-11-24	1600	A	1.0	A	0.0	A
USGS	09085100	1982-11-25	1690	A	1.5	A	0.5	A
USGS	09085100	1982-11-26	1810	A	1.5	A	0.5	A
USGS	09085100	1982-11-27	1740	A	1.5	A	0.0	A
USGS	09085100	1982-11-28	1680	A	1.5	A	0.0	A
USGS	09085100	1982-11-29	1860	A	2.5	A	1.5	A
USGS	09085100	1982-11-30	1850	A	2.5	A	2.0	A
USGS	09085100	1982-12-01	1890	A	2.6	A	2.0	A
USGS	09085100	1982-12-02	1820	A	2.0	A	1.5	A
USGS	09085100	1982-12-03	1750	A	2.0	A	1.0	A
USGS	09085100	1982-12-04	1760	A	2.5	A	0.0	A
USGS	09085100	1982-12-05	1820	A	2.0	A	1.0	A
USGS	09085100	1982-12-06	1780	A	2.0	A	1.0	A
USGS	09085100	1982-12-07	1770	A	3.0	A	2.0	A
USGS	09085100	1982-12-08	1750	A	2.5	A	1.5	A
USGS	09085100	1982-12-09	1680	A	2.0	A	1.0	A
USGS	09085100	1982-12-10	1760	A	3.0	A	2.0	A
USGS	09085100	1982-12-11	1750	A	3.5	A	2.5	A
USGS	09085100	1982-12-12	1670	A	2.5	A	1.5	A
USGS	09085100	1982-12-13	1590	A	1.5	A	0.5	A
USGS	09085100	1982-12-14	1740	A	1.5	A	0.5	A
USGS	09085100	1982-12-15	1470	A	0.5	A	0.0	A
USGS	09085100	1982-12-16	1780	A	1.5	A	1.0	A
USGS	09085100	1982-12-17	1730	A	1.5	A	0.0	A
USGS	09085100	1982-12-18	1710	A	1.5	A	0.5	A
USGS	09085100	1982-12-19	1520	A	0.5	A	0.0	A
USGS	09085100	1982-12-20	1470	A	1.0	A	0.0	A
USGS	09085100	1982-12-21	1710	A	2.0	A	0.0	A
USGS	09085100	1982-12-22	1740	A	1.5	A	1.0	A
USGS	09085100	1982-12-23	1760	A	2.0	A	1.0	A
USGS	09085100	1982-12-24	1740	A	1.0	A	0.5	A
USGS	09085100	1982-12-25	1400	A	0.5	A	0.0	A
USGS	09085100	1982-12-26	1260	A	0.0	A	0.0	A
USGS	09085100	1982-12-27	1280	A	0.0	A	0.0	A
USGS	09085100	1982-12-28	1420	A	0.0	A	0.0	A
USGS	09085100	1982-12-29	1250	A	0.0	A	0.0	A
USGS	09085100	1982-12-30	1130	A	0.0	A	0.0	A
USGS	09085100	1982-12-31	1180	A	0.0	A	0.0	A
USGS	09085100	1983-01-01	1290	A	0.0	A	0.0	A
USGS	09085100	1983-01-02	1360	A	0.0	A	0.0	A
USGS	09085100	1983-01-03	1330	A	0.0	A	0.0	A
USGS	09085100	1983-01-04	1410	A	0.5	A	0.0	A
USGS	09085100	1983-01-05	1630	A	0.5	A	0.0	A
USGS	09085100	1983-01-06	1770	A	1.0	A	0.0	A
USGS	09085100	1983-01-07	1810	A	1.0	A	0.5	A
USGS	09085100	1983-01-08	1760	A	1.5	A	1.0	A
USGS	09085100	1983-01-09	1690	A	1.0	A	0.0	A
USGS	09085100	1983-01-10	1510	A	0.5	A	0.0	A
USGS	09085100	1983-01-11	1560	A	1.0	A	0.0	A
USGS	09085100	1983-01-12	1580	A	1.0	A	0.0	A
USGS	09085100	1983-01-13	1500	A	1.0	A	0.0	A
USGS	09085100	1983-01-14	1500	A	1.0	A	0.0	A
USGS	09085100	1983-01-15	1500	A	1.0	A	0.0	A
USGS	09085100	1983-01-16	1480	A	1.0	A	0.0	A
USGS	09085100	1983-01-17	1570	A	1.5	A	0.5	A
USGS	09085100	1983-01-18	1610	A	1.5	A	0.5	A
USGS	09085100	1983-01-19	1610	A	1.5	A	0.5	A
USGS	09085100	1983-01-20	1640	A	1.5	A	0.0	A
USGS	09085100	1983-01-21	1480	A	2.0	A	0.5	A
USGS	09085100	1983-01-22	1570	A	2.0	A	0.5	A
USGS	09085100	1983-01-23	1560	A	1.0	A	0.0	A
USGS	09085100	1983-01-24	1560	A	1.5	A	0.5	A
USGS	09085100	1983-01-25	1610	A	2.5	A	1.0	A
USGS	09085100	1983-01-26	1560	A	2.0	A	0.5	A
USGS	09085100	1983-01-27	1550	A	2.0	A	0.5	A
USGS	09085100	1983-01-28	1560	A	1.5	A	1.0	A
USGS	09085100	1983-01-29	1560	A	2.0	A	0.5	A
USGS	09085100	1983-01-30	1560	A	2.5	A	1.0	A
USGS	09085100	1983-01-31	1510	A	1.5	A	0.0	A
USGS	09085100	1983-02-01	1540	A	2.0	A	0.5	A
USGS	09085100	1983-02-02	1530	A	1.5	A	0.0	A
USGS	09085100	1983-02-03	1400	A	1.0	A	0.0	A
USGS	09085100	1983-02-04	1370	A	1.0	A	0.0	A
USGS	09085100	1983-02-05	1520	A	2.0	A	0.0	A
USGS	09085100	1983-02-06	1520	A	2.0	A	0.0	A
USGS	09085100	1983-02-07	1450	A	0.5	A	0.0	A
USGS	09085100	1983-02-08	1520	A	1.5	A	0.5	A
USGS	09085100	1983-02-09	1570	A	2.5	A	1.0	A
USGS	09085100	1983-02-10	1540	A	2.5	A	1.0	A
USGS	09085100	1983-02-11	1630	A	2.0	A	0.5	A
USGS	09085100	1983-02-12	1450	A	2.5	A	0.0	A
USGS	09085100	1983-02-13	1430	A	3.5	A	0.5	A
USGS	09085100	1983-02-14	1530	A	3.0	A	1.5	A
USGS	09085100	1983-02-15	1520	A	3.5	A	1.5	A
USGS	09085100	1983-02-16	1520	A	3.5	A	2.0	A
USGS	09085100	1983-02-17	1500	A	3.0	A	1.5	A
USGS	09085100	1983-02-18	1510	A	3.5	A	1.5	A
USGS	09085100	1983-02-19	1560	A	3.5	A	2.5	A
USGS	09085100	1983-02-20	1530	A	4.5	A	2.0	A
USGS	09085100	1983-02-21	1490	A	4.0	A	2.0	A
USGS	09085100	1983-02-22	1540	A	4.5	A	2.5	A
USGS	09085100	1983-02-23	1540	A	4.5	A	2.5	A
USGS	09085100	1983-02-24	1540	A	4.5	A	2.5	A
USGS	09085100	1983-02-25	1550	A	4.5	A	3.0	A
USGS	09085100	1983-02-26	1590	A	4.5	A	3.5	A
USGS	09085100	1983-02-27	1560	A	5.0	A	3.5	A
USGS	09085100	1983-02-28	1550	A	5.0	A	4.0	A
USGS	09085100	1983-03-01	1560	A	6.0	A	4.5	A
USGS	09085100	1983-03-02	1560	A	7.0	A	5.0	A
USGS	09085100	1983-03-03	1580	A	6.0	A	5.0	A
USGS	09085100	1983-03-04	1520	A	5.5	A	4.5	A
USGS	09085100	1983-03-05	1560	A	6.0	A	5.0	A
USGS	09085100	1983-03-06	1520	A	6.0	A	4.5	A
USGS	09085100	1983-03-07	1460	A	5.5	A	4.5	A
USGS	09085100	1983-03-08	1460	A	7.0	A	4.5	A
USGS	09085100	1983-03-09	1450	A	7.5	A	5.0	A
USGS	09085100	1983-03-10	1500	A	7.5	A	5.0	A
USGS	09085100	1983-03-11	1440	A	8.0	A	6.0	A
USGS	09085100	1983-03-12	1530	A	9.0	A	6.5	A
USGS	09085100	1983-03-13	1610	A	9.0	A	7.0	A
USGS	09085100	1983-03-14	1680	A	9.0	A	7.0	A
USGS	09085100	1983-03-15	1800	A	7.0	A	5.5	A
USGS	09085100	1983-03-16	1660	A	6.5	A	4.5	A
USGS	09085100	1983-03-17	1660	A	5.5	A	4.5	A
USGS	09085100	1983-03-18	1600	A	6.0	A	4.5	A
USGS	09085100	1983-03-19	1600	A	7.0	A	4.5	A
USGS	09085100	1983-03-20	1550	A	7.0	A	4.0	A
USGS	09085100	1983-03-21	1440	A	6.5	A	3.5	A
USGS	09085100	1983-03-22	1480	A	7.0	A	4.0	A
USGS	09085100	1983-03-23	1490	A	6.5	A	4.5	A
USGS	09085100	1983-03-24	1490	A	6.5	A	5.0	A
USGS	09085100	1983-03-25	1490	A	5.5	A	4.0	A
USGS	09085100	1983-03-26	1480	A	6.0	A	3.5	A
USGS	09085100	1983-03-27	1500	A	6.5	A	4.0	A
USGS	09085100	1983-03-28	1560	A	6.5	A	5.0	A
USGS	09085100	1983-03-29	1560	A	8.5	A	5.5	A
USGS	09085100	1983-03-30	1560	A	8.0	A	6.0	A
USGS	09085100	1983-03-31	1600	A	7.0	A	5.5	A
USGS	09085100	1983-04-01	1610	A	7.0	A	5.0	A
USGS	09085100	1983-04-02	1560	A	6.5	A	5.0	A
USGS	09085100	1983-04-03	1620	A	7.0	A	4.5	A
USGS	09085100	1983-04-04	1560	A	5.0	A	2.5	A
USGS	09085100	1983-04-05	1440	A	5.5	A	1.5	A
USGS	09085100	1983-04-06	1500	A	6.0	A	3.0	A
USGS	09085100	1983-04-07	1520	A	6.0	A	3.5	A
USGS	09085100	1983-04-08	1510	A	7.0	A	3.5	A
USGS	09085100	1983-04-09	1580	A	8.0	A	5.0	A
USGS	09085100	1983-04-10	1550	A	9.0	A	6.5	A
USGS	09085100	1983-04-11	1570	A	8.5	A	7.5	A
USGS	09085100	1983-04-12	1630	A	9.0	A	7.0	A
USGS	09085100	1983-04-13	1580	A	9.0	A	6.5	A
USGS	09085100	1983-04-14	1510	A	9.0	A	5.5	A
USGS	09085100	1983-04-15	1510	A	9.0	A	5.5	A
USGS	09085100	1983-04-16	1540	A	10.0	A	6.0	A
USGS	09085100	1983-04-17	1560	A	10.5	A	7.0	A
USGS	09085100	1983-04-18	1660	A	10.0	A	7.5	A
USGS	09085100	1983-04-19	1850	A	11.5	A	9.0	A
USGS	09085100	1983-04-20	2050	A	10.5	A	9.0	A
USGS	09085100	1983-04-21	2120	A	9.5	A	9.0	A
USGS	09085100	1983-04-22	2220	A	9.5	A	8.5	A
USGS	09085100	1983-04-23	2200	A	11.5	A	8.5	A
USGS	09085100	1983-04-24	2350	A	11.0	A	9.0	A
USGS	09085100	1983-04-25	2780	A	11.0	A	9.5	A
USGS	09085100	1983-04-26	3190	A	10.5	A	9.0	A
USGS	09085100	1983-04-27	3250	A	10.0	A	9.0	A
USGS	09085100	1983-04-28	3150	A	9.0	A	8.0	A
USGS	09085100	1983-04-29	3020	A	9.0	A	7.5	A
USGS	09085100	1983-04-30	3140	A	8.5	A	7.5	A
USGS	09085100	1983-05-01	3110	A	8.0	A	6.0	A
USGS	09085100	1983-05-02	2990	A	9.5	A	7.5	A
USGS	09085100	1983-05-03	2920	A	10.5	A	7.5	A
USGS	09085100	1983-05-04	3110	A	11.5	A	9.0	A
USGS	09085100	1983-05-05	3300	A	11.5	A	9.5	A
USGS	09085100	1983-05-06	3570	A	11.0	A	8.5	A
USGS	09085100	1983-05-07	3600	A	11.0	A	7.5	A
USGS	09085100	1983-05-08	3570	A	11.5	A	9.5	A
USGS	09085100	1983-05-09	4050	A	12.0	A	9.5	A
USGS	09085100	1983-05-10	4950	A	12.0	A	9.5	A
USGS	09085100	1983-05-11	6020	A	11.5	A	8.5	A
USGS	09085100	1983-05-12	5990	A	8.5	A	7.0	A
USGS	09085100	1983-05-13	5650	A	8.0	A	7.0	A
USGS	09085100	1983-05-14	5310	A	7.5	A	6.0	A
USGS	09085100	1983-05-15	5030	A	9.0	A	6.5	A
USGS	09085100	1983-05-16	4980	A	8.5	A	6.0	A
USGS	09085100	1983-05-17	4920	A	6.0	A	5.0	A
USGS	09085100	1983-05-18	4680	A	8.0	A	5.5	A
USGS	09085100	1983-05-19	4760	A	10.0	A	7.0	A
USGS	09085100	1983-05-20	4890	A	10.0	A	8.0	A
USGS	09085100	1983-05-21	4980	A	11.0	A	8.5	A
USGS	09085100	1983-05-22	5350	A	12.0	A	9.5	A
USGS	09085100	1983-05-23	5930	A	12.0	A	9.5	A
USGS	09085100	1983-05-24	7010	A	12.0	A	10.0	A
USGS	09085100	1983-05-25	8550	A	12.0	A	10.0	A
USGS	09085100	1983-05-26	9710	A	11.5	A	9.0	A
USGS	09085100	1983-05-27	11400	A	11.5	A	9.0	A
USGS	09085100	1983-05-28	13600	A	10.5	A	9.0	A
USGS	09085100	1983-05-29	14700	A	10.5	A	8.5	A
USGS	09085100	1983-05-30	16200	A	10.0	A	9.0	A
USGS	09085100	1983-05-31	16200	A	9.5	A	8.0	A
USGS	09085100	1983-06-01	15100	A	9.5	A	8.0	A
USGS	09085100	1983-06-02	15000	A	9.5	A	8.5	A
USGS	09085100	1983-06-03	14200	A	10.5	A	8.0	A
USGS	09085100	1983-06-04	14300	A	11.0	A	8.5	A
USGS	09085100	1983-06-05	14700	A	10.5	A	9.0	A
USGS	09085100	1983-06-06	13900	A	10.0	A	8.0	A
USGS	09085100	1983-06-07	13500	A	11.0	A	8.5	A
USGS	09085100	1983-06-08	13800	A	11.0	A	9.0	A
USGS	09085100	1983-06-09	14200	A	10.5	A	9.0	A
USGS	09085100	1983-06-10	14700	A	11.0	A	9.0	A
USGS	09085100	1983-06-11	15700	A	11.0	A	9.5	A
USGS	09085100	1983-06-12	17800	A	11.0	A	9.0	A
USGS	09085100	1983-06-13	17300	A	9.5	A	8.0	A
USGS	09085100	1983-06-14	14800	A	11.0	A	7.5	A
USGS	09085100	1983-06-15	13700	A	11.5	A	9.0	A
USGS	09085100	1983-06-16	13900	A	11.5	A	10.0	A
USGS	09085100	1983-06-17	14500	A	12.0	A	9.5	A
USGS	09085100	1983-06-18	16600	A	12.5	A	9.5	A
USGS	09085100	1983-06-19	20400	A	12.0	A	10.0	A
USGS	09085100	1983-06-20	22800	A	12.0	A	10.0	A
USGS	09085100	1983-06-21	23900	A	11.5	A	8.0	A
USGS	09085100	1983-06-22	24100	A
USGS	09085100	1983-06-23	23700	A
USGS	09085100	1983-06-24	24100	A
USGS	09085100	1983-06-25	26900	A
USGS	09085100	1983-06-26	26700	A
USGS	09085100	1983-06-27	25200	A
USGS	09085100	1983-06-28	24700	A
USGS	09085100	1983-06-29	23200	A
USGS	09085100	1983-06-30	22100	A
USGS	09085100	1983-07-01	20800	A
USGS	09085100	1983-07-02	19100	A
USGS	09085100	1983-07-03	18900	A
USGS	09085100	1983-07-04	18200	A
USGS	09085100	1983-07-05	17400	A
USGS	09085100	1983-07-06	17000	A
USGS	09085100	1983-07-07	16800	A
USGS	09085100	1983-07-08	18100	A
USGS	09085100	1983-07-09	18600	A
USGS	09085100	1983-07-10	18700	A
USGS	09085100	1983-07-11	17800	A
USGS	09085100	1983-07-12	16900	A
USGS	09085100	1983-07-13	16400	A
USGS	09085100	1983-07-14	15300	A
USGS	09085100	1983-07-15	13500	A
USGS	09085100	1983-07-16	12000	A
USGS	09085100	1983-07-17	11300	A
USGS	09085100	1983-07-18	10500	A
USGS	09085100	1983-07-19	10100	A
